Verbal,Quantitative,Analytical_Writing,CGPA,Age,Admitted
690,770,5.5,4.31,22,1
700,800,2.5,3.48,23,1
650,720,3.5,3.52,25,0
670,690,6.0,4.72,23,0
490,690,5.5,4.79,24,0
670,760,2.5,3.36,42,1
500,770,3.0,3.53,25,0
630,770,6.0,4.78,23,1
580,770,2.0,3.49,24,0
710,730,3.5,4.85,23,0
580,800,6.0,4.0,42,0
510,740,5.0,3.34,25,0
620,730,4.0,4.56,24,0
490,680,4.5,4.07,24,0
720,700,5.0,4.46,36,0
680,730,6.0,4.2,21,0
720,790,4.0,4.02,22,1
500,710,4.0,3.48,23,0
650,770,3.5,3.59,25,1
690,690,3.5,4.78,23,0
640,680,5.5,3.52,22,0
500,690,2.0,4.81,24,0
550,690,6.0,4.14,24,0
480,740,3.0,3.89,21,0
710,730,4.0,3.32,25,0
520,780,3.0,3.35,24,0
710,780,4.5,3.31,22,1
490,750,2.0,4.41,24,0
610,710,5.0,3.55,24,0
710,690,3.5,3.89,21,0
520,680,6.0,4.42,20,0
650,760,3.5,4.08,36,1
550,680,6.0,4.14,31,0
690,700,4.5,4.15,22,0
700,800,6.0,3.57,23,1
480,680,3.5,4.73,25,0
520,720,3.5,3.62,22,0
620,760,3.0,4.2,21,1
640,680,2.5,3.36,23,0
690,790,4.5,4.45,42,1
720,790,6.0,4.81,23,1
500,690,5.5,4.32,23,0
590,760,4.0,4.81,21,0
670,770,4.0,3.96,36,1
570,780,2.5,4.61,22,0
560,750,4.0,4.28,21,0
490,750,2.5,4.64,23,0
610,720,4.0,4.69,25,0
690,740,5.5,4.67,31,0
610,750,6.0,3.81,42,1
720,760,3.5,3.77,23,1
530,780,2.0,4.7,22,0
530,770,4.0,4.68,23,0
680,740,4.5,3.53,24,0
620,790,4.0,4.05,22,1
590,720,5.5,4.52,36,0
540,800,4.5,4.58,24,0
480,690,6.0,4.18,22,0
620,710,3.5,3.38,23,0
480,710,4.0,3.73,25,0
620,690,3.0,4.42,24,0
520,770,5.5,3.68,22,0
560,760,2.5,4.16,42,0
700,770,4.0,3.74,24,1
590,780,4.5,4.13,20,0
570,740,6.0,4.01,23,0
490,710,2.5,3.36,21,0
520,750,4.0,4.01,25,0
640,770,2.0,3.83,24,1
560,710,6.0,3.6,23,0
510,750,2.5,3.55,24,0
520,730,3.5,4.22,23,0
570,680,5.0,3.33,23,0
590,680,4.0,4.8,21,0
670,710,5.0,4.22,22,0
590,730,6.0,3.51,24,0
540,690,3.0,3.33,22,0
560,710,3.0,4.83,23,0
550,780,2.0,4.82,42,0
540,760,5.5,4.03,36,0
630,800,5.5,3.62,36,1
540,680,4.0,4.25,24,0
490,730,2.0,3.63,23,0
510,680,2.0,4.41,20,0
710,720,2.5,4.66,23,0
650,760,5.5,3.31,22,1
520,680,4.5,3.73,21,0
580,770,3.0,4.21,22,0
610,690,6.0,4.81,24,0
720,800,5.0,3.43,21,1
550,700,2.5,3.67,22,0
600,730,5.5,4.11,22,0
600,690,2.5,3.43,23,0
580,680,5.5,4.55,36,0
610,750,4.0,3.47,23,1
520,730,2.0,4.38,23,0
530,720,5.5,4.0,24,0
570,760,6.0,4.3,42,0
480,710,4.5,4.73,20,0
640,770,6.0,4.43,24,1
630,800,4.0,4.36,23,1
500,680,3.0,4.52,21,0
610,780,3.5,3.38,42,1
670,720,2.5,3.96,23,0
540,740,4.0,4.19,24,0
600,760,3.5,4.4,25,1
520,700,5.5,3.92,22,0
500,700,6.0,4.42,24,0
590,770,5.0,4.37,23,0
540,720,4.0,4.36,23,0
720,710,2.0,4.57,23,0
680,760,4.0,4.17,36,1
550,690,4.5,4.24,22,0
670,780,2.5,4.16,22,1
680,730,5.5,3.8,22,0
510,680,6.0,4.55,21,0
630,760,4.5,3.57,23,1
600,780,6.0,4.08,22,1
660,680,6.0,3.79,25,0
580,680,4.0,3.89,22,0
580,770,6.0,3.51,24,0
590,760,5.0,4.14,21,0
600,710,5.0,3.36,21,0
590,730,3.0,3.49,22,0
590,700,5.0,3.41,25,0
530,680,3.5,4.62,21,0
500,780,6.0,4.44,24,0
630,800,5.0,4.77,24,1
620,800,5.0,3.81,21,1
600,790,3.5,4.44,21,1
600,720,2.5,4.84,24,0
570,780,2.0,3.41,25,0
490,720,5.0,4.46,21,0
480,690,5.0,3.92,36,0
530,700,4.0,3.98,21,0
660,770,5.0,3.54,22,1
670,770,5.0,4.03,22,1
680,730,6.0,4.02,23,0
630,760,5.5,4.39,21,1
570,780,6.0,4.72,22,0
540,680,2.0,4.5,24,0
720,740,4.0,4.77,36,0
670,690,2.0,4.83,22,0
560,790,4.5,4.04,36,0
690,760,2.5,4.22,22,1
490,750,5.0,4.0,20,0
580,790,5.5,4.69,21,0
700,800,5.0,4.08,23,1
510,750,3.5,4.23,24,0
690,740,2.5,3.85,22,0
660,750,2.5,4.27,21,1
510,770,3.0,3.97,22,0
550,800,5.5,3.38,22,0
580,730,4.0,3.86,23,0
650,700,5.0,3.5,23,0
630,720,3.0,4.29,42,0
720,750,4.5,3.45,21,1
610,700,3.0,3.39,25,0
600,780,5.5,4.22,21,1
510,780,2.5,3.48,21,0
510,770,3.0,3.99,24,0
680,790,5.5,4.3,21,1
710,780,5.0,4.38,31,1
600,680,3.5,3.54,23,0
610,710,3.5,4.56,23,0
600,710,2.0,4.32,21,0
710,690,4.0,4.42,31,0
650,690,3.5,3.89,22,0
580,710,5.5,4.63,22,0
500,710,3.0,4.5,23,0
710,730,2.5,4.1,24,0
580,700,4.0,4.36,22,0
530,790,5.5,4.1,23,0
710,740,5.5,4.6,23,0
700,680,4.0,3.59,23,0
550,720,2.0,4.48,21,0
510,690,5.5,3.98,36,0
650,720,4.0,3.61,23,0
600,760,3.5,3.6,36,1
630,750,5.0,4.36,23,1
480,800,3.0,4.79,22,0
690,770,3.0,3.97,23,1
690,700,3.0,4.53,23,0
670,740,4.0,4.22,25,0
560,680,4.5,3.89,22,0
590,800,3.0,3.5,22,0
510,750,2.0,4.11,22,0
630,750,2.0,4.84,24,1
580,720,4.5,3.68,22,0
490,730,5.0,3.5,22,0
650,710,5.5,3.52,36,0
620,780,2.0,4.29,22,1
720,790,3.5,3.43,42,1
700,690,5.0,4.7,25,0
710,770,2.0,4.52,23,1
540,720,2.0,4.61,21,0
590,680,5.0,3.85,20,0
570,690,2.5,3.7,22,0
690,710,3.0,3.95,21,0
590,680,5.5,4.71,22,0
580,790,2.5,4.19,23,0
670,720,3.0,4.06,24,0
520,800,5.0,4.53,42,0
670,720,3.5,4.77,23,0
550,730,4.5,4.55,21,0
630,740,3.5,4.0,21,0
570,780,6.0,4.58,23,0
690,800,3.0,4.2,22,1
580,770,3.0,4.41,22,0
610,790,2.0,3.57,24,1
620,790,3.5,4.08,23,1
570,680,5.5,3.39,25,0
500,780,2.0,3.33,23,0
650,740,4.0,4.33,23,0
670,680,5.5,4.68,23,0
710,730,2.0,3.85,21,0
540,720,4.0,4.76,23,0
620,780,3.0,3.45,25,1
660,750,2.5,4.33,25,1
710,750,4.5,4.13,21,1
510,690,4.0,3.64,21,0
710,700,3.5,4.01,23,0
490,800,4.0,4.4,22,0
710,750,3.0,3.72,22,1
580,760,4.5,3.66,21,0
630,790,2.0,3.79,22,1
490,710,6.0,4.52,21,0
710,790,3.5,4.72,22,1
670,680,2.0,4.35,22,0
480,780,3.0,3.54,22,0
520,790,6.0,4.16,25,0
550,740,3.5,4.84,42,0
480,740,4.0,3.84,21,0
520,680,2.5,4.04,31,0
490,740,3.5,3.64,20,0
690,780,5.0,3.34,23,1
690,770,6.0,4.75,31,1
490,750,4.5,3.65,23,0
530,770,4.0,4.19,21,0
650,710,2.0,3.79,21,0
630,800,4.0,3.74,24,1
570,740,3.5,4.43,24,0
630,680,2.0,4.22,22,0
630,770,3.5,3.77,24,1
620,710,5.0,4.71,42,0
590,770,3.5,3.56,20,0
590,680,5.0,3.41,23,0
700,780,5.5,4.75,22,1
590,770,4.5,3.92,31,0
530,700,4.5,3.5,22,0
720,740,5.5,4.82,20,0
540,770,5.5,4.22,21,0
490,680,5.5,3.44,31,0
500,750,2.0,3.58,23,0
480,680,2.5,4.82,21,0
610,690,3.0,4.45,25,0
480,750,4.5,3.49,24,0
710,730,6.0,4.26,25,0
680,750,3.0,4.2,24,1
590,770,2.0,4.22,31,0
480,800,4.5,4.78,42,0
560,780,2.0,4.63,21,0
610,720,4.5,4.69,23,0
670,700,2.0,3.47,22,0
540,750,4.0,4.02,21,0
620,740,6.0,3.61,24,0
710,800,5.5,4.03,36,1
680,780,4.5,4.81,23,1
670,800,3.0,4.29,23,1
620,690,6.0,4.58,22,0
590,740,2.5,3.66,24,0
530,730,4.0,3.64,21,0
590,690,3.0,3.43,24,0
680,760,2.0,3.48,22,1
620,730,4.0,3.83,22,0
560,800,5.5,3.91,23,0
540,780,5.5,3.77,22,0
650,680,5.0,4.07,24,0
720,690,4.5,3.73,36,0
640,710,3.0,4.67,24,0
510,720,5.0,4.1,22,0
490,680,4.5,3.74,23,0
720,780,3.0,4.68,23,1
500,750,2.5,3.68,22,0
510,710,2.5,3.57,23,0
640,690,6.0,3.5,23,0
560,760,2.5,3.76,23,0
710,760,2.0,4.79,23,1
570,700,4.5,4.55,21,0
560,680,2.0,4.52,23,0
670,780,2.5,3.41,23,1
670,680,3.5,3.65,23,0
580,760,4.5,4.37,23,0
510,700,4.5,4.57,42,0
600,770,3.0,4.5,22,1
650,780,5.0,3.47,22,1
680,800,2.5,4.29,23,1
480,710,6.0,4.65,20,0
700,790,5.0,3.67,22,1
480,690,5.0,4.59,24,0
650,760,3.5,3.69,24,1
680,740,2.5,3.58,31,0
490,770,5.0,3.52,21,0
620,680,5.5,4.78,23,0
700,760,2.5,4.03,42,1
510,730,3.5,3.43,31,0
530,750,2.0,4.79,25,0
590,800,6.0,4.68,24,0
500,710,4.0,3.79,22,0
610,720,5.5,3.57,23,0
480,710,3.5,3.84,22,0
630,700,5.5,4.04,21,0
520,730,3.5,3.43,36,0
650,760,4.0,3.99,23,1
670,800,5.5,4.51,21,1
670,790,6.0,4.16,21,1
510,710,2.5,4.52,42,0
640,700,2.5,4.33,42,0
620,740,4.0,4.51,24,0
680,720,4.0,4.44,22,0
540,770,2.0,4.71,22,0
660,770,3.5,3.93,25,1
480,700,4.0,4.48,25,0
710,780,3.0,4.72,23,1
510,710,2.0,3.95,22,0
570,760,5.0,3.71,24,0
550,720,2.5,4.59,24,0
550,780,2.5,3.7,23,0
550,730,2.0,4.33,42,0
670,780,3.5,4.34,23,1
560,740,2.5,4.13,22,0
610,720,2.0,3.97,23,0
640,700,5.0,4.33,24,0
500,690,4.5,3.35,23,0
520,690,3.0,4.03,21,0
670,720,5.5,3.46,23,0
630,720,2.0,3.49,22,0
580,760,4.0,3.42,25,0
580,780,4.5,4.72,36,0
670,770,3.5,3.88,21,1
580,800,3.0,4.12,21,0
560,770,2.5,4.06,24,0
500,800,2.0,4.1,20,0
570,720,4.0,4.52,25,0
710,720,4.0,3.94,23,0
520,790,2.5,4.73,23,0
650,730,6.0,3.89,22,0
490,690,2.0,3.72,22,0
720,760,6.0,4.41,25,1
490,750,5.0,3.84,24,0
620,760,2.5,4.08,21,1
590,800,2.0,3.39,22,0
700,790,2.5,4.85,25,1
520,740,2.0,4.39,24,0
610,750,2.5,3.63,24,1
570,780,4.0,4.49,22,0
710,770,6.0,3.53,22,1
500,710,4.5,4.08,22,0
600,700,3.5,3.9,21,0
700,730,3.5,4.31,22,0
490,740,5.5,4.12,23,0
490,770,2.0,4.61,25,0
500,720,3.0,4.04,23,0
490,790,4.5,3.99,24,0
520,760,2.5,4.8,31,0
560,760,4.5,4.78,23,0
620,710,4.5,4.16,21,0
680,760,4.5,4.75,22,1
580,680,3.0,4.58,21,0
680,780,6.0,4.78,31,1
500,700,3.5,3.4,25,0
530,730,4.0,4.78,22,0
580,750,5.5,4.71,22,0
580,710,3.0,4.05,24,0
610,800,6.0,4.29,24,1
590,750,4.0,4.55,20,0
500,760,3.0,4.49,24,0
590,800,3.0,3.69,22,0
670,760,2.5,4.76,21,1
480,750,2.0,3.86,36,0
670,790,6.0,4.72,31,1
560,740,5.5,3.32,20,0
580,770,3.5,4.12,22,0
650,720,5.5,4.32,24,0
660,680,3.5,4.81,22,0
490,740,5.0,4.16,20,0
650,790,2.5,4.25,21,1
560,750,5.5,4.46,22,0
540,700,4.0,3.41,22,0
590,700,3.0,4.07,22,0
670,710,5.0,3.66,21,0
490,770,2.0,4.83,24,0
590,690,2.0,4.83,24,0
490,780,3.0,3.5,36,0
610,770,3.0,3.94,22,1
540,720,3.5,4.21,22,0
640,680,5.0,3.33,23,0
700,770,3.5,4.37,21,1
700,760,2.0,3.73,20,1
490,700,2.5,3.6,31,0
680,760,3.0,3.76,23,1
690,750,3.0,3.64,21,1
650,700,4.0,4.54,25,0
690,740,5.5,3.48,24,0
720,700,5.5,3.85,22,0
560,690,2.5,3.77,22,0
550,770,3.5,4.01,24,0
560,760,3.5,3.66,22,0
630,680,3.5,4.1,22,0
490,790,3.0,3.36,25,0
600,750,5.5,4.55,31,1
570,720,4.0,3.78,22,0
720,730,3.5,4.61,20,0
610,720,4.0,3.97,36,0
580,750,4.5,4.72,22,0
650,720,6.0,4.04,22,0
640,680,4.5,3.82,21,0
670,730,2.0,4.06,24,0
520,780,2.0,4.26,21,0
640,710,3.5,3.79,22,0
690,790,2.0,3.97,23,1
650,740,4.5,4.13,22,0
490,790,2.5,4.28,21,0
590,700,2.5,3.41,23,0
540,760,4.5,3.6,22,0
700,680,4.0,3.77,22,0
700,760,3.5,4.25,31,1
710,740,2.5,3.32,22,0
690,710,6.0,3.41,24,0
540,790,2.5,3.86,23,0
620,740,4.5,3.32,24,0
600,730,4.5,3.79,23,0
490,740,4.0,3.88,22,0
630,760,2.5,3.33,23,1
600,700,2.5,4.53,25,0
520,720,4.5,4.08,42,0
510,700,4.5,3.52,22,0
640,700,2.0,4.11,22,0
580,790,3.5,4.83,22,0
550,680,2.5,4.16,22,0
580,800,2.5,4.7,21,0
650,760,4.5,3.65,24,1
660,730,5.5,4.13,24,0
640,770,2.5,3.4,31,1
530,680,4.0,3.94,21,0
550,720,5.5,4.1,22,0
690,730,4.5,4.33,24,0
640,800,4.0,4.85,25,1
600,780,4.5,4.26,21,1
670,790,4.5,3.6,21,1
550,690,5.0,3.89,23,0
650,700,5.5,4.76,23,0
490,710,4.5,3.88,21,0
570,680,2.5,4.55,22,0
720,740,6.0,4.25,21,0
570,790,5.5,3.54,22,0
680,740,6.0,4.77,24,0
650,740,3.5,3.97,22,0
610,770,5.0,4.75,22,1
540,700,2.0,4.66,23,0
700,720,3.5,4.0,22,0
650,760,4.0,3.92,23,1
590,750,2.5,3.62,24,0
510,750,2.5,3.46,22,0
670,700,4.0,4.63,23,0
550,710,6.0,3.34,24,0
680,690,5.0,4.06,22,0
600,770,6.0,4.24,22,1
500,710,4.0,4.28,25,0
710,720,2.0,3.91,22,0
550,720,5.5,4.65,21,0
630,690,2.5,4.58,23,0
530,760,6.0,4.33,23,0
670,790,4.0,4.17,23,1
480,800,4.0,3.53,25,0
670,780,6.0,4.82,25,1
680,780,2.0,4.27,24,1
720,710,3.5,3.3,21,0
620,780,5.5,4.75,31,1
600,700,4.5,4.75,22,0
720,770,3.5,3.58,24,1
660,720,3.5,4.18,22,0
530,710,5.0,3.85,22,0
680,730,3.0,4.63,23,0
720,710,5.0,4.45,21,0
500,760,5.0,4.32,22,0
570,690,2.0,3.88,24,0
480,720,5.5,4.14,42,0
480,760,6.0,3.81,22,0
720,760,2.0,4.5,25,1
550,710,2.0,4.16,22,0
680,800,5.5,4.56,22,1
550,700,5.0,4.22,24,0
590,680,5.5,4.33,20,0
540,780,6.0,3.32,23,0
690,720,4.5,3.93,31,0
620,770,2.0,4.67,22,1
570,690,2.5,3.54,24,0
490,780,3.0,4.0,25,0
700,800,4.0,4.67,21,1
600,780,5.5,3.35,22,1
500,790,6.0,3.81,31,0
620,710,4.0,4.53,24,0
660,690,2.0,4.2,22,0
640,780,3.0,4.37,22,1
720,690,3.5,4.46,22,0
610,790,5.5,4.72,22,1
640,680,6.0,4.62,22,0
600,800,4.5,4.25,36,1
700,780,2.0,4.83,22,1
520,690,2.5,4.16,20,0
560,770,3.5,3.78,23,0
700,760,2.0,4.16,22,1
510,740,3.0,3.55,23,0
540,690,3.5,3.65,21,0
590,720,2.0,3.65,24,0
720,790,4.0,4.61,22,1
620,740,5.0,4.5,20,0
540,700,3.0,4.56,22,0
530,770,5.5,3.31,21,0
660,700,4.5,4.45,21,0
660,760,2.5,4.71,22,1
600,770,6.0,3.88,42,1
620,740,3.0,4.03,20,0
650,700,2.5,3.49,21,0
630,680,4.0,4.77,25,0
550,680,4.0,4.58,42,0
570,760,2.0,4.5,22,0
510,750,3.0,3.61,25,0
510,700,2.0,3.88,22,0
680,770,5.5,4.3,21,1
680,770,4.5,4.62,42,1
620,770,2.5,4.44,23,1
520,700,3.5,4.16,21,0
570,730,2.0,4.61,20,0
620,780,6.0,4.62,22,1
550,750,3.5,3.87,23,0
500,680,3.5,3.32,24,0
560,680,4.0,4.16,22,0
530,780,4.0,3.94,20,0
490,800,5.0,4.76,21,0
570,780,5.5,4.39,21,0
680,790,2.5,3.89,25,1
520,730,3.5,3.56,36,0
690,740,3.0,4.77,25,0
710,800,3.0,3.95,24,1
670,740,2.5,4.28,22,0
590,700,3.5,4.33,21,0
650,730,4.5,3.59,25,0
600,760,3.0,3.52,24,1
650,710,3.5,4.2,22,0
520,760,5.0,4.55,24,0
670,750,4.0,4.07,42,1
650,710,2.0,4.18,42,0
720,750,2.5,4.68,21,1
660,700,5.0,3.98,22,0
550,730,5.0,4.11,25,0
550,790,6.0,3.59,21,0
550,710,5.0,3.45,36,0
510,760,4.0,3.75,21,0
720,700,2.0,3.31,23,0
660,770,2.0,4.41,24,1
570,790,4.5,3.51,21,0
720,790,2.0,4.46,42,1
520,750,2.5,4.77,22,0
690,780,4.5,4.81,23,1
630,780,5.5,4.39,23,1
560,680,5.0,4.43,24,0
710,790,2.0,3.3,23,1
630,710,6.0,4.75,25,0
510,790,4.5,3.95,25,0
720,690,2.5,3.87,24,0
680,780,2.5,3.97,25,1
610,790,2.0,3.56,25,1
690,800,5.5,4.65,22,1
560,800,5.5,4.3,36,0
660,740,2.5,3.48,20,0
520,750,3.5,3.43,21,0
680,680,6.0,4.72,25,0
480,800,5.5,3.52,42,0
540,800,3.5,3.84,22,0
720,680,4.0,4.14,42,0
680,710,3.5,3.81,22,0
550,740,6.0,4.36,20,0
540,800,5.5,3.77,22,0
690,720,5.0,3.36,24,0
660,710,3.0,4.83,22,0
600,790,6.0,4.33,24,1
510,780,6.0,3.39,31,0
630,700,4.5,4.0,22,0
480,780,5.0,3.82,24,0
720,700,3.0,3.81,22,0
570,740,2.5,4.77,23,0
600,700,4.0,3.6,22,0
550,800,3.0,3.72,21,0
710,750,4.5,4.04,25,1
610,710,2.0,4.68,31,0
660,700,5.0,4.48,22,0
590,680,5.0,4.66,23,0
640,740,4.0,4.49,24,0
510,790,2.0,4.02,24,0
580,800,2.5,3.67,22,0
690,800,3.0,4.71,24,1
600,780,6.0,3.7,21,1
690,780,6.0,3.56,22,1
720,770,2.5,3.86,25,1
610,680,2.5,3.32,23,0
550,710,3.5,4.67,22,0
630,780,5.5,4.54,25,1
680,680,2.0,3.41,22,0
690,690,4.0,4.44,25,0
700,710,2.0,3.55,25,0
620,700,2.5,4.29,21,0
680,700,3.5,4.76,22,0
610,710,6.0,4.06,23,0
710,700,4.5,4.3,31,0
640,680,3.5,3.98,42,0
550,780,4.5,3.36,23,0
660,710,6.0,3.85,25,0
640,680,6.0,3.37,22,0
670,790,5.5,3.95,25,1
600,770,2.5,3.63,22,1
680,690,4.0,3.33,21,0
650,790,6.0,4.43,23,1
540,710,6.0,3.62,25,0
490,730,5.0,3.92,22,0
630,780,4.5,3.63,22,1
500,680,2.5,4.23,23,0
520,690,2.0,4.19,22,0
510,770,4.0,4.19,42,0
500,780,4.5,4.08,24,0
560,760,4.0,4.84,22,0
530,700,5.0,3.88,25,0
710,780,5.5,3.7,20,1
550,790,5.5,4.39,24,0
640,770,6.0,4.62,25,1
550,770,5.5,3.51,23,0
570,740,6.0,3.93,42,0
590,710,3.5,3.83,22,0
600,780,4.0,4.12,21,1
670,790,4.5,4.65,42,1
600,730,2.5,4.79,22,0
720,710,6.0,4.37,22,0
580,740,5.5,4.09,23,0
530,740,3.0,3.43,36,0
680,730,4.0,3.5,20,0
520,730,2.0,4.3,24,0
680,710,3.5,4.58,42,0
520,690,4.0,4.16,25,0
700,710,3.0,3.34,22,0
480,800,5.5,4.11,24,0
720,720,4.5,4.22,21,0
590,780,2.5,4.55,24,0
490,700,3.0,3.74,22,0
590,740,2.5,4.54,23,0
560,720,5.5,3.44,20,0
580,720,4.0,3.55,42,0
590,690,3.5,4.49,22,0
490,780,3.0,3.45,20,0
680,730,3.5,3.9,42,0
490,720,4.0,3.52,22,0
490,760,4.0,3.45,31,0
640,690,2.5,3.6,23,0
540,740,3.5,3.94,24,0
710,780,3.5,3.67,21,1
570,730,6.0,4.76,22,0
710,800,4.5,4.61,25,1
540,740,3.5,3.52,22,0
670,680,3.0,3.58,21,0
650,680,4.5,4.46,23,0
690,710,6.0,3.88,25,0
490,750,2.5,4.57,24,0
670,680,3.0,4.84,24,0
580,710,4.5,3.57,22,0
620,770,3.5,3.97,21,1
640,800,3.5,3.83,24,1
490,800,5.5,4.72,22,0
540,690,2.0,3.51,23,0
690,800,4.5,4.79,21,1
530,780,3.0,4.78,21,0
670,720,2.0,3.65,24,0
490,720,2.0,4.25,42,0
630,770,3.0,4.16,22,1
700,750,3.0,4.75,42,1
530,770,4.0,4.29,24,0
630,770,2.0,3.79,23,1
690,780,5.5,3.31,22,1
500,720,4.0,3.59,24,0
650,790,2.0,3.98,24,1
560,720,4.0,3.51,21,0
720,750,4.5,3.75,31,1
630,730,3.5,3.93,25,0
520,750,2.0,4.36,23,0
630,800,2.5,4.15,21,1
610,750,5.5,4.72,25,1
600,760,3.5,4.65,23,1
710,780,5.0,4.02,22,1
660,730,4.5,4.84,42,0
480,770,6.0,4.27,22,0
580,790,2.5,3.62,23,0
640,700,6.0,4.73,24,0
580,680,2.0,3.67,21,0
710,710,5.0,4.72,24,0
670,680,2.5,3.48,23,0
700,700,2.0,4.03,20,0
660,750,6.0,4.75,24,1
720,710,4.5,3.69,25,0
720,710,3.5,3.33,23,0
570,780,4.0,3.53,36,0
510,700,2.0,4.21,21,0
520,720,3.5,4.34,22,0
710,750,6.0,4.16,22,1
590,770,6.0,4.82,22,0
480,730,5.0,4.72,20,0
560,780,3.5,3.68,21,0
670,790,3.0,3.98,25,1
580,770,5.5,4.32,25,0
630,700,6.0,4.68,21,0
570,790,4.5,4.82,22,0
570,780,4.0,3.5,21,0
620,770,3.0,3.98,24,1
580,730,2.5,4.31,22,0
530,760,4.5,4.15,20,0
570,800,4.5,3.43,20,0
630,770,5.0,4.48,42,1
600,760,3.5,3.9,22,1
720,690,6.0,4.34,22,0
610,780,3.0,4.65,36,1
620,730,3.0,4.52,25,0
660,700,6.0,3.58,31,0
590,770,2.5,4.81,23,0
520,710,4.5,4.27,25,0
710,760,5.0,4.21,25,1
680,760,4.0,3.85,31,1
550,770,4.0,3.6,22,0
630,700,4.5,3.79,24,0
650,680,4.0,3.39,23,0
720,690,3.5,4.23,23,0
520,790,2.0,4.79,22,0
690,700,4.0,4.68,21,0
620,790,5.0,4.23,42,1
720,790,3.0,4.75,24,1
670,690,3.5,4.28,22,0
570,720,4.0,4.11,24,0
640,740,6.0,4.81,25,0
650,780,2.0,4.34,22,1
480,710,2.0,4.61,23,0
700,790,6.0,3.98,42,1
490,800,3.5,4.8,25,0
720,800,5.5,3.58,22,1
680,710,3.0,3.32,24,0
510,800,5.5,3.96,24,0
600,720,5.5,3.92,22,0
690,680,3.0,4.05,22,0
570,690,4.0,4.02,42,0
720,690,5.5,4.11,25,0
480,680,3.0,4.72,21,0
700,760,3.5,4.17,31,1
650,780,4.5,3.49,23,1
640,750,5.5,4.46,23,1
660,680,5.5,4.35,25,0
600,730,6.0,4.76,22,0
580,770,5.5,3.74,20,0
650,710,3.5,3.93,24,0
650,730,4.5,3.77,20,0
670,750,3.5,4.83,21,1
630,780,2.0,3.67,22,1
540,680,3.0,4.24,31,0
640,750,4.0,4.18,21,1
690,730,2.5,3.37,21,0
500,730,4.0,3.87,23,0
620,730,2.5,4.63,22,0
660,760,3.5,3.79,24,1
550,740,2.0,4.37,23,0
540,770,5.5,3.48,22,0
700,690,5.5,3.31,22,0
700,770,2.0,4.78,21,1
680,780,2.5,3.38,20,1
530,740,5.5,4.04,22,0
490,710,5.0,4.54,23,0
690,770,2.5,3.48,23,1
660,800,4.0,3.84,21,1
540,790,3.0,4.54,24,0
680,740,5.0,3.47,42,0
660,690,2.0,3.84,21,0
670,780,6.0,3.86,42,1
520,770,4.0,3.49,31,0
630,770,4.5,3.69,31,1
610,790,4.0,4.45,25,1
480,800,4.5,4.79,21,0
620,730,2.5,3.86,22,0
660,800,5.5,3.61,42,1
680,680,5.5,3.61,21,0
570,790,4.0,4.63,25,0
620,720,4.5,4.65,24,0
490,730,5.0,3.96,36,0
600,690,3.0,4.22,42,0
610,730,4.0,4.17,24,0
640,800,5.0,4.65,25,1
540,750,4.5,4.62,31,0
680,750,4.0,4.05,20,1
600,760,2.0,3.91,22,1
540,700,4.0,3.71,23,0
650,690,3.0,4.48,22,0
680,730,5.0,3.98,25,0
700,770,5.0,4.02,22,1
510,780,3.5,3.5,25,0
520,680,5.5,3.76,42,0
500,690,4.5,3.31,24,0
550,680,2.0,3.35,22,0
530,720,3.5,3.92,23,0
500,730,3.5,3.34,42,0
570,730,4.5,3.38,23,0
670,720,2.0,4.83,23,0
620,690,5.5,3.97,22,0
610,780,6.0,4.47,22,1
640,800,5.5,3.31,21,1
480,740,4.0,3.68,22,0
660,690,3.0,3.43,22,0
570,770,3.0,4.55,23,0
630,740,5.5,3.57,23,0
570,780,4.0,4.0,24,0
480,680,3.0,4.5,21,0
500,690,5.5,4.15,21,0
560,710,4.0,4.35,23,0
580,760,2.0,4.29,20,0
500,720,5.0,4.22,23,0
700,740,2.0,3.79,36,0
550,760,6.0,4.16,23,0
620,730,5.5,3.33,23,0
680,790,4.0,4.24,24,1
570,800,3.0,3.41,20,0
720,730,4.5,4.7,22,0
640,690,4.5,4.72,21,0
610,680,3.5,4.61,22,0
600,710,3.0,3.92,31,0
520,690,5.0,4.62,24,0
600,740,2.5,4.24,24,0
540,700,4.5,4.08,24,0
620,800,4.0,4.28,20,1
570,730,3.0,3.43,31,0
630,720,4.0,3.97,24,0
720,690,5.0,4.7,21,0
710,790,2.5,4.28,22,1
690,790,3.0,3.38,22,1
590,700,2.0,3.75,22,0
520,740,6.0,3.5,36,0
530,700,3.0,4.28,21,0
580,800,5.5,3.54,23,0
510,720,2.5,3.7,22,0
540,710,6.0,4.45,21,0
560,800,3.5,4.41,31,0
550,800,5.0,3.73,23,0
560,720,6.0,3.86,22,0
620,770,3.0,4.15,22,1
620,700,3.5,4.61,23,0
540,740,4.5,3.51,22,0
530,800,5.0,4.13,24,0
700,680,2.0,4.02,23,0
660,690,2.0,4.14,22,0
480,780,3.0,4.08,21,0
480,690,5.5,3.43,24,0
690,750,2.5,3.91,21,1
510,720,3.5,3.58,22,0
570,750,3.0,3.65,24,0
640,710,4.0,4.28,31,0
620,700,2.5,4.34,24,0
680,700,4.0,4.09,42,0
570,730,5.0,4.23,25,0
490,730,5.0,3.77,24,0
540,800,3.0,4.27,21,0
560,800,5.5,3.74,22,0
