,Age_of_Car,Mileage,MPG,Resale_Price
19418,2,34593,30,393296
19419,8,33931,23,508035
19420,2,38894,23,562673
19421,2,39695,25,424839
19422,6,39770,29,304539
19423,5,34677,22,482637
19424,7,34950,19,561376
19425,3,39587,23,520062
19426,5,30626,21,589595
19427,8,36134,30,280949
19428,8,38076,30,297641
19429,6,36312,25,453277
19430,4,37931,20,531144
19431,3,37165,32,291252
19432,6,38869,21,520567
19433,2,30910,19,579535
19434,3,32623,31,358274
19435,3,41165,29,404531
19436,2,38317,29,339583
19437,5,35725,23,482799
19438,5,32037,31,344879
19439,3,32788,23,476960
19440,2,38494,22,496866
19441,6,34982,30,289992
19442,4,33045,24,448359
19443,3,40751,22,515017
19444,2,33758,25,507161
19445,4,31524,18,586602
19446,2,33723,20,562880
19447,3,36211,19,562613
19448,7,41800,24,390252
19449,3,35783,27,392199
19450,7,34447,29,320221
19451,3,31832,23,496222
19452,3,30824,26,464103
19453,6,32868,31,270512
19454,6,31547,24,412532
19455,4,30618,31,264769
19456,7,33275,33,189657
19457,2,40048,30,384812
19458,7,39203,20,511235
19459,2,35194,27,444353
19460,2,30079,31,359692
19461,3,39371,20,569137
19462,3,37082,30,318963
19463,2,37206,29,414188
19464,7,33186,18,641241
19465,4,36370,27,449036
19466,2,32475,25,509840
19467,3,38559,26,418849
19468,7,35207,33,274249
19469,4,35280,32,265395
19470,2,41573,20,578649
19471,2,36853,21,580578
19472,3,34918,30,290017
19473,8,30552,23,451172
19474,6,41244,21,495087
19475,2,30044,29,370248
19476,2,40520,31,314729
19477,2,35071,18,680841
19478,2,33643,26,504500
19479,2,39173,30,345537
19480,6,39805,28,370611
19481,2,40912,20,615937
19482,2,39569,18,618852
19483,4,40328,31,301051
19484,2,38380,18,616950
19485,3,34457,18,687324
19486,6,30182,29,381414
19487,6,35844,26,442292
19488,2,41780,31,372295
19489,2,36462,18,694287
19490,6,39799,28,344287
19491,6,30415,27,431483
19492,6,35050,27,389875
19493,6,35374,23,476876
19494,2,39911,20,567729
19495,3,35038,18,618150
19496,2,35038,31,294972
19497,2,37606,28,358727
19498,7,36727,26,368092
19499,2,40977,27,395355
19500,8,30454,22,540897
19501,3,38056,27,359030
19502,2,35990,33,311029
19503,6,32050,32,300162
19504,2,40946,25,482179
19505,8,37533,31,313578
19506,2,30667,21,616950
19507,4,35809,32,284461
19508,2,40508,26,491707
19509,6,35714,28,403754
19510,8,40448,19,513777
19511,7,37167,23,445782
19512,4,36290,29,303674
19513,5,32083,26,461280
19514,3,36432,30,333553
19515,3,41352,24,498323
19516,7,37329,28,319025
19517,6,39183,21,570007
19518,3,30486,18,611644
19519,6,34773,28,392527
19520,3,36946,22,485015
19521,2,38549,25,465868
19522,3,34077,20,560864
19523,6,35148,20,578516
19524,2,40407,23,498156
19525,2,41417,29,352351
19526,5,35419,22,540962
19527,5,41042,18,630685
19528,2,40018,33,315140
19529,6,32560,25,432545
19530,5,35522,18,575860
19531,3,32045,29,354209
19532,4,40739,32,288032
19533,6,41787,23,460257
19534,7,33873,27,381739
19535,4,39298,29,347770
19536,2,32436,27,420402
19537,6,32135,20,563857
19538,7,41250,24,434916
19539,2,38058,18,633860
19540,7,39382,28,398890
19541,8,37582,24,490585
19542,4,40472,23,506172
19543,3,41779,18,627084
19544,3,30561,27,450536
19545,2,41581,32,322910
19546,6,32164,26,359386
19547,8,33153,33,248285
19548,5,31240,33,263041
19549,6,38743,21,546666
19550,7,39743,25,460164
19551,2,32962,28,424740
19552,6,33461,19,551076
19553,2,40231,19,640263
19554,7,40291,29,293045
19555,3,34357,29,324274
19556,7,41988,20,547375
19557,5,33538,23,525836
19558,8,34201,26,445557
19559,4,30577,33,277588
19560,8,32322,24,448128
19561,8,37906,26,373588
19562,2,33459,23,570396
19563,2,32237,18,641071
19564,3,41940,29,303237
19565,7,33274,26,368594
19566,2,40228,23,521269
19567,6,33992,32,284910
19568,3,34329,23,520542
19569,2,33839,30,398355
19570,5,38133,25,448946
19571,2,40447,19,577471
19572,5,38781,23,491586
19573,6,32008,30,297203
19574,2,40165,23,502617
19575,5,30670,28,396457
19576,8,37130,31,238897
19577,5,40214,19,593477
19578,2,37437,31,331815
19579,5,31903,22,549162
19580,2,32871,31,290206
19581,3,41707,28,416637
19582,6,40330,30,265220
19583,7,31613,28,324247
19584,2,41788,23,564011
19585,4,30539,25,453992
19586,5,36529,18,570341
19587,2,38495,20,547803
19588,4,39197,27,345900
19589,2,32969,29,330776
19590,8,30636,33,237906
19591,7,37982,28,351754
19592,6,30500,18,559688
19593,3,32708,23,539829
19594,2,39572,22,538181
19595,6,33878,31,324075
19596,7,41601,24,458522
19597,2,33986,28,447055
19598,6,38997,25,384300
19599,7,40891,26,424044
19600,2,34029,31,274379
19601,3,33545,25,425949
19602,6,33337,31,271668
19603,2,39791,28,359008
19604,5,33557,18,627108
19605,4,38769,29,406173
19606,2,37498,19,594146
19607,6,37738,33,186534
19608,7,30662,20,556036
19609,3,41080,33,283350
19610,2,30565,19,659934
19611,2,38572,29,331591
19612,2,32986,30,356204
19613,8,31238,23,472313
19614,2,33509,28,380027
19615,3,35077,20,622804
19616,3,37802,32,242238
19617,6,31486,20,580718
19618,3,40901,24,521528
19619,2,40337,18,607566
19620,5,40790,26,414054
19621,2,41046,33,250891
19622,4,41414,33,290781
19623,3,31689,24,489834
19624,8,31472,31,273594
19625,2,39154,25,514400
19626,8,34370,32,205409
19627,6,37830,21,527158
19628,6,30251,26,405118
19629,2,33920,26,411251
19630,6,33070,21,500722
19631,8,39854,31,307714
19632,3,36887,26,439530
19633,2,30783,23,501096
19634,8,40212,22,482349
19635,5,32321,29,371360
19636,8,31755,27,383182
19637,6,33304,27,386640
19638,2,38254,33,295205
19639,2,38175,19,638503
19640,5,41358,28,382198
19641,6,31460,30,303404
19642,8,30483,25,429877
19643,2,35046,28,349721
19644,2,37489,25,489436
19645,8,30333,25,367119
19646,2,37951,27,457630
19647,5,32701,26,419973
19648,4,32463,32,322271
19649,8,41177,23,492090
19650,3,36076,29,381415
19651,8,37109,21,480344
19652,6,32976,30,264956
19653,7,40242,30,284492
19654,3,37519,23,561823
19655,4,30053,32,233276
19656,3,41993,19,628887
19657,2,32878,19,667591
19658,6,31922,23,486134
19659,5,37626,27,354726
19660,6,32323,21,505417
19661,2,30562,28,386471
19662,3,32436,30,368403
19663,3,39256,24,436548
19664,2,30583,25,482931
19665,7,39314,33,222224
19666,4,30693,18,601885
19667,3,39955,33,308695
19668,8,36487,30,322115
19669,6,35545,23,434299
19670,8,34271,19,580308
19671,2,30168,25,510615
19672,6,39033,25,485645
19673,6,37586,26,383944
19674,2,36097,30,338335
19675,2,39020,29,340812
19676,2,41165,23,559103
19677,6,33355,29,335575
19678,5,31460,24,424759
19679,3,41048,23,536012
19680,2,36328,19,647855
19681,7,39132,24,450814
19682,6,33922,22,479775
19683,3,36668,26,476113
19684,3,41808,27,431696
19685,8,32817,18,574326
19686,3,37859,23,466098
19687,8,41710,21,466204
19688,3,39273,33,314036
19689,6,30069,29,341280
19690,6,36614,32,283979
19691,5,31612,27,434579
19692,2,41854,19,565634
19693,3,32489,23,467736
19694,8,35324,24,479530
19695,8,31424,23,462959
19696,2,39140,30,397385
19697,3,40628,31,273359
19698,8,32296,22,529497
19699,4,30499,33,220506
19700,4,40812,25,473618
19701,6,34043,29,370789
19702,2,30785,24,450289
19703,7,36656,33,247907
19704,8,30245,25,457721
19705,6,39400,24,448422
19706,3,30161,31,318962
19707,4,35604,23,486090
19708,4,33387,33,222481
19709,2,34390,28,360743
19710,2,34803,28,449483
19711,2,36683,31,324976
19712,7,34148,20,554156
19713,6,38872,25,465216
19714,6,40646,26,394526
19715,2,38530,30,314350
19716,8,38939,18,603280
19717,7,39896,31,239279
19718,3,30364,29,342560
19719,3,36500,31,284446
19720,7,34279,27,397422
19721,6,39526,21,485966
19722,3,32660,22,527697
19723,5,39147,22,469240
19724,6,38760,33,259893
19725,2,30132,23,543726
19726,7,32299,32,265086
19727,2,36983,27,395908
19728,6,38749,23,519057
19729,6,34488,22,456843
19730,3,41483,26,455612
19731,2,30444,33,296933
19732,6,33326,20,573530
19733,2,33791,31,283666
19734,2,38307,22,498930
19735,4,34416,28,433510
19736,8,34475,24,424022
19737,3,30511,24,464138
19738,6,37458,28,338792
19739,3,35121,33,250078
19740,3,38933,29,352164
19741,6,32269,24,486075
19742,5,31457,31,252482
19743,5,35902,27,367589
19744,2,39037,24,494134
19745,2,41637,24,522617
19746,2,34401,23,554144
19747,2,34153,25,444222
19748,2,40339,24,524010
19749,6,34862,23,462936
19750,8,36310,25,367670
19751,3,37020,19,579574
19752,2,33946,30,388130
19753,4,40911,30,282805
19754,3,33178,24,446811
19755,3,34695,29,401151
19756,3,34386,23,563007
19757,3,40628,24,449495
19758,2,33994,21,623252
19759,4,30660,20,578083
19760,6,41987,18,605184
19761,2,31798,26,431558
19762,7,35994,32,238503
19763,6,37264,24,473021
19764,2,36003,20,578785
19765,3,37148,31,301514
19766,2,37643,29,364938
19767,8,36935,32,218230
19768,2,35258,22,501317
19769,8,41556,30,290634
19770,4,33160,32,326973
19771,7,35266,19,582323
19772,3,31372,29,367110
19773,8,38618,18,593856
19774,2,33364,19,635372
19775,2,38575,32,348565
19776,4,40991,33,238145
19777,3,39328,21,598592
19778,2,34194,28,357787
19779,4,32663,28,434363
19780,6,36398,28,381101
19781,5,40126,21,508414
19782,3,35957,20,582210
19783,7,33343,30,278715
19784,2,40302,29,377049
19785,7,36810,21,559919
19786,3,39816,24,471870
19787,6,40612,27,415997
19788,6,30923,18,596710
19789,6,38056,25,482680
19790,2,38525,29,395785
19791,5,35224,19,586313
19792,2,38794,23,483563
19793,3,32814,32,346637
19794,2,34194,18,621842
19795,2,33385,32,278335
19796,3,34965,28,375902
19797,6,35260,28,370001
19798,5,34923,28,333045
19799,4,39681,23,488383
19800,6,38134,24,492287
19801,7,35291,24,474922
19802,2,30959,24,455253
19803,6,36554,21,562540
19804,3,41704,31,271168
19805,8,41366,23,437455
19806,5,31670,19,641370
19807,5,31067,18,635546
19808,8,31466,22,477697
19809,2,38613,29,400652
19810,8,35545,33,161605
19811,6,33280,31,255395
19812,7,36568,24,412834
19813,3,30893,31,277246
19814,3,36906,29,312055
19815,7,34571,22,467619
19816,4,32341,22,503604
19817,2,30283,29,345557
19818,8,31896,23,499034
19819,3,38776,18,604489
19820,4,38017,19,642415
19821,3,31963,25,415514
19822,5,31103,18,575292
19823,7,32734,20,595753
19824,2,36186,26,430822
19825,5,38298,21,513291
19826,2,34539,29,355898
19827,6,31916,20,559371
19828,2,39216,24,452510
19829,6,37066,18,621288
19830,2,40217,33,306893
19831,5,34619,19,545391
19832,8,32752,18,568021
19833,5,35263,26,430593
19834,8,30936,22,507010
19835,3,35352,29,380441
19836,5,32998,29,328115
19837,2,36610,23,527555
19838,8,30759,18,546481
19839,6,30542,26,442402
19840,2,35185,19,634331
19841,6,32668,26,453051
19842,2,31046,28,445597
19843,6,35104,22,558616
19844,6,40121,24,479152
19845,6,41220,18,565737
19846,3,41637,26,409502
19847,2,41072,26,452118
19848,8,30558,26,388017
19849,6,37123,27,385288
19850,6,40354,23,431707
19851,2,30093,26,465110
19852,6,39039,23,506889
19853,2,41816,26,393155
19854,3,33666,27,384616
19855,5,35440,21,586938
19856,2,39852,24,492877
19857,7,34736,26,431788
19858,2,35512,18,670406
19859,6,37479,23,436827
19860,2,41328,26,395395
19861,3,40516,24,526450
19862,2,38752,33,216772
19863,6,41241,27,414791
19864,2,37834,22,563587
19865,4,38100,30,297415
19866,4,35063,19,629398
19867,2,33557,28,381956
19868,6,30484,26,414665
19869,2,30214,32,336390
19870,6,34314,21,496487
19871,2,40191,25,504720
19872,3,36240,22,574961
19873,5,33938,31,295181
19874,8,34797,25,463491
19875,6,40454,26,403043
19876,3,34365,19,669132
19877,2,35591,26,456001
19878,6,35018,25,383520
19879,2,38684,33,291666
19880,4,37713,25,428819
19881,2,38167,31,271201
19882,6,39675,22,523739
19883,2,31631,25,480736
19884,2,36067,33,284972
19885,3,31816,32,253411
19886,3,37500,27,449064
19887,3,37736,30,312528
19888,4,32230,19,593661
19889,2,33444,24,500639
19890,2,33945,21,599105
19891,6,40517,26,439765
19892,2,32957,24,496732
19893,5,30237,23,494121
19894,8,39091,30,247030
19895,2,40066,33,306735
19896,6,31853,19,576210
19897,2,37760,20,562645
19898,8,41355,30,327638
19899,6,38248,25,438890
19900,2,37539,24,477591
19901,8,38348,20,540182
19902,8,38526,25,388535
19903,5,40028,31,319788
19904,8,35447,29,320995
19905,7,30285,30,258701
19906,2,31159,28,355198
19907,2,38965,27,384512
19908,5,41673,32,233884
19909,4,36614,20,572611
19910,7,38592,19,594830
19911,6,38429,22,481874
19912,2,35444,30,362347
19913,8,34194,29,299478
19914,3,32207,21,585856
19915,2,38376,21,520752
19916,3,39062,25,446504
19917,6,35512,18,632256
19918,7,40817,29,310831
19919,3,31032,33,290837
19920,4,41975,25,460385
19921,2,30134,27,457230
19922,2,34254,26,479587
19923,7,30264,32,261644
19924,2,39540,23,473995
19925,3,40039,26,435201
19926,7,36601,30,274496
19927,3,32010,30,352566
19928,2,30854,27,454681
19929,2,37211,28,347952
19930,2,34869,19,573524
19931,3,39450,29,415264
19932,6,31440,29,377676
19933,6,32764,23,434866
19934,6,39694,27,327388
19935,3,37222,20,638880
19936,5,32373,33,238065
19937,2,33868,24,474575
19938,8,40126,29,294978
19939,2,40754,26,447206
19940,6,30230,32,254488
19941,4,41738,31,247311
19942,7,33880,32,270501
19943,3,39356,22,561521
19944,6,31970,33,198891
19945,5,37342,28,322997
19946,3,31244,27,394287
19947,6,39402,19,533656
19948,6,32981,31,295062
19949,2,38005,25,467377
19950,4,38963,18,611565
19951,2,34611,28,449490
19952,2,40866,27,365286
19953,2,37296,21,610162
19954,8,38167,23,420522
19955,2,32407,22,502452
19956,2,34750,18,640701
19957,5,41541,29,351349
19958,3,33192,32,279000
19959,3,32344,27,418863
19960,2,31255,23,508167
19961,2,31207,18,657323
19962,8,36644,28,285847
19963,2,36641,18,697628
19964,3,38698,22,519593
19965,4,37244,32,248025
19966,8,38283,25,416693
19967,3,32269,31,266112
19968,3,41429,27,423642
19969,3,36732,20,587872
19970,7,30402,29,295571
19971,3,33981,18,640194
19972,2,35709,30,384359
19973,7,41158,26,443976
19974,6,37456,28,347432
19975,3,39435,19,652443
19976,4,40967,26,371638
19977,2,30681,27,434575
19978,4,39375,21,554083
19979,5,37995,30,273639
19980,6,33194,24,431232
19981,8,35618,25,447974
19982,6,38848,20,571690
19983,4,37481,27,366944
19984,7,34753,25,412125
19985,7,36921,25,371447
19986,8,40367,28,355283
19987,6,37137,18,604965
19988,7,31860,27,347619
19989,3,34895,25,447268
19990,2,30195,23,482321
19991,8,30266,23,439507
19992,3,40544,28,389083
19993,3,32944,29,342451
19994,5,33300,23,445452
19995,5,37098,30,281236
19996,4,39306,18,634484
19997,8,40094,23,512039
19998,7,32837,27,419812
19999,7,32419,18,606222
20000,5,39959,22,544118
20001,2,41984,23,490825
20002,6,37340,28,345504
20003,2,30866,28,351500
20004,7,38232,26,385344
20005,2,35454,30,329931
20006,4,32870,18,630014
20007,4,36671,18,606071
20008,4,39586,33,266765
20009,3,33110,21,596597
20010,7,37538,23,475346
20011,2,40294,31,323278
20012,6,36983,30,305608
20013,8,34921,20,582350
20014,6,30893,19,535930
20015,4,34193,18,630843
20016,7,38834,28,337340
20017,8,31838,29,304776
20018,5,33028,32,259731
20019,2,33175,19,658316
20020,8,30968,24,451695
20021,2,35915,22,533323
20022,8,31274,20,525585
20023,8,33689,33,165846
20024,6,37767,28,365880
20025,7,38572,22,468010
20026,3,30413,20,548676
20027,2,32208,22,605577
20028,6,30460,23,468751
20029,7,34890,25,474305
20030,5,37061,26,432950
20031,2,38307,22,544626
20032,4,37343,30,321261
20033,2,35564,27,452403
20034,4,31693,20,558042
20035,2,39163,21,524369
20036,2,31147,25,525830
20037,2,32661,29,400468
20038,2,31603,31,348250
20039,3,33866,23,510618
20040,7,38648,26,441388
20041,5,30730,31,294472
20042,5,37787,27,386643
20043,6,32817,18,569842
20044,4,34920,24,526649
20045,7,35848,21,566127
20046,3,38093,31,257745
20047,3,35426,21,591167
20048,3,32645,33,219787
20049,6,36352,27,417717
20050,7,40277,23,513948
20051,8,37476,22,508373
20052,2,36979,25,524158
20053,3,36426,23,474008
20054,4,31947,27,379144
20055,5,38369,29,396573
20056,4,36563,25,437467
20057,2,30215,29,427538
20058,7,32513,28,346030
20059,2,30778,28,417228
20060,3,37105,20,641706
20061,6,32463,30,275063
20062,3,33499,26,424774
20063,2,30842,24,504330
20064,7,37825,31,242831
20065,8,30766,23,494414
20066,6,30028,33,213277
20067,3,31925,20,559294
20068,7,30779,33,214477
20069,2,30565,29,348163
20070,3,31652,31,267315
20071,6,35471,28,364887
20072,6,39902,30,323106
20073,2,39795,22,530134
20074,4,38195,24,503555
20075,6,39728,27,400013
20076,3,35049,19,563335
20077,7,30996,21,537806
20078,2,39362,27,411582
20079,3,31046,19,608577
20080,3,38353,21,605250
20081,6,39715,25,391360
20082,2,39717,20,572330
20083,2,36846,24,535400
20084,4,38695,32,324213
20085,8,40687,27,308849
20086,2,33641,29,346108
20087,6,37164,33,183944
20088,6,38827,19,528213
20089,4,34675,24,513959
20090,3,36927,29,320943
20091,6,38388,29,306474
20092,2,41032,23,561290
20093,6,41654,30,333198
20094,2,36709,28,389160
20095,7,36431,31,221541
20096,6,37307,28,410729
20097,3,40488,21,561326
20098,2,36009,20,624515
20099,6,37763,28,305913
20100,8,30261,30,246140
20101,7,37603,21,505015
20102,3,38680,20,627669
20103,3,41971,24,493825
20104,6,31622,30,259073
20105,2,40052,33,216075
20106,4,41919,33,274036
20107,6,39034,33,190837
20108,6,32281,33,266701
20109,2,32505,31,359497
20110,3,34923,18,641316
20111,6,31761,33,280514
20112,2,41005,26,477067
20113,5,41892,27,363113
20114,2,41474,29,343776
20115,7,34366,20,598776
20116,6,31355,19,541580
20117,6,31836,21,485168
20118,3,38894,21,524085
20119,5,41867,18,638615
20120,2,35630,30,329566
20121,3,41053,20,555727
20122,2,35858,32,302308
20123,6,36856,25,400160
20124,3,39291,31,352051
20125,2,32281,24,501839
20126,2,32446,28,418334
20127,8,40619,22,516753
20128,2,33413,27,424480
20129,5,30330,23,475174
20130,3,30753,25,462595
20131,2,33508,21,559621
20132,5,37700,30,279233
20133,5,33384,26,396389
20134,3,40934,32,279844
20135,8,33168,33,196915
20136,2,40072,32,288123
20137,7,40677,19,610571
20138,6,41795,22,482255
20139,5,39194,23,457146
20140,2,39264,25,426410
20141,7,33036,21,567464
20142,4,41738,32,227100
20143,6,41216,21,545488
20144,3,39113,19,630194
20145,2,31950,23,565591
20146,6,39612,19,584776
20147,7,33695,27,416062
20148,5,32026,28,427718
20149,4,37078,32,321412
20150,5,38347,29,290482
20151,4,36091,19,641534
20152,2,35972,30,297269
20153,2,34034,28,425263
20154,6,34141,27,340311
20155,6,38346,30,357764
20156,7,40373,20,560366
20157,2,34302,32,290353
20158,2,35800,29,342386
20159,3,34609,26,458471
20160,6,35482,21,558384
20161,4,36176,23,521475
20162,3,33159,31,294897
20163,3,39866,26,456381
20164,2,31173,27,467559
20165,3,34591,28,338099
20166,6,37692,26,390967
20167,8,30856,23,503309
20168,2,30579,31,366956
20169,8,36085,19,574897
20170,5,36424,25,470178
20171,3,35011,23,480464
20172,4,31805,18,585937
20173,7,39716,23,458562
20174,2,38651,30,401234
20175,6,39753,28,335451
20176,2,37203,25,521687
20177,8,37183,19,582388
20178,4,35685,25,423654
20179,2,38517,24,453787
20180,2,37262,30,334201
20181,5,31825,21,543884
20182,2,33026,29,355803
20183,2,30380,19,645163
20184,6,34429,24,512917
20185,4,39204,30,378254
20186,6,30651,29,338024
20187,6,34459,18,630739
20188,2,41890,22,552980
20189,8,41080,30,246494
20190,3,34301,26,431095
20191,2,36740,20,629261
20192,8,32632,31,215318
20193,7,39833,20,527891
20194,4,40206,24,493811
20195,2,32964,19,586525
20196,3,40413,28,419470
20197,6,32740,23,441766
20198,4,31035,27,357378
20199,3,38255,27,366616
20200,2,36418,19,579559
20201,2,41346,28,384222
20202,6,39472,27,361250
20203,6,31912,24,515827
20204,3,39455,25,500145
20205,3,41459,32,330336
20206,5,41941,24,513042
20207,4,41301,27,421238
20208,2,30517,33,301060
20209,8,31476,27,336715
20210,8,31715,24,393831
20211,4,39690,25,424706
20212,6,40059,19,537716
20213,2,38709,28,393887
20214,2,33720,20,572547
20215,7,39954,25,400578
20216,6,36065,31,314788
20217,2,41078,25,502716
20218,8,34703,27,359955
20219,5,30925,32,320091
20220,3,41367,22,582591
20221,7,32082,23,481797
20222,7,34267,21,550142
20223,2,39118,25,431837
20224,8,31546,22,486717
20225,4,34490,32,263835
20226,6,31552,27,354521
20227,2,39419,27,372153
20228,2,39579,18,614950
20229,6,37240,24,415229
20230,7,32957,24,429402
20231,7,32326,28,359176
20232,4,32886,33,301575
20233,3,37265,28,351008
20234,2,31287,19,675328
20235,4,33064,21,560605
20236,6,37591,31,233545
20237,4,36425,28,354779
20238,4,36400,33,294017
20239,5,31625,25,451124
20240,3,39596,28,437901
20241,3,30455,30,327240
20242,4,37896,25,459009
20243,3,30906,29,390138
20244,2,40771,29,379934
20245,6,34823,31,276572
20246,2,34464,20,630712
20247,5,37836,27,428414
20248,6,36552,31,320791
20249,4,40970,24,510026
20250,8,38839,33,261684
20251,6,41952,18,610580
20252,6,31621,24,474151
20253,2,32556,21,582123
20254,6,31799,29,372781
20255,6,34102,26,371502
20256,2,41904,27,364075
20257,2,41683,28,345503
20258,5,40213,18,638663
20259,6,38865,29,307770
20260,6,31751,32,298184
20261,4,40169,18,638319
20262,2,37146,30,325554
20263,7,34303,19,619797
20264,6,34290,19,559536
20265,2,35205,23,519836
20266,5,38026,30,305812
20267,3,34061,27,375898
20268,8,37536,26,384336
20269,6,32277,27,393241
20270,4,39448,32,230896
20271,3,30629,19,572898
20272,7,39424,29,296220
20273,3,40385,19,643106
20274,8,33001,29,361510
20275,2,30264,22,540472
20276,7,33025,28,301442
20277,3,40344,30,339793
20278,2,31211,19,681983
20279,3,37333,25,458631
20280,5,30801,23,536433
20281,2,39811,19,669325
20282,3,31886,28,446894
20283,2,35723,19,608528
20284,6,32523,32,244850
20285,2,30101,25,520705
20286,2,40846,23,497641
20287,6,31918,24,451502
20288,2,31781,21,530295
20289,2,39418,21,592479
20290,2,33039,25,509281
20291,3,35782,24,444962
20292,5,31567,29,363461
20293,2,37533,24,518005
20294,7,30885,24,401189
20295,8,32177,19,543097
20296,4,37476,25,455199
20297,8,30199,29,341894
20298,3,37585,30,339350
20299,7,38464,31,299381
20300,4,41217,32,227221
20301,7,37572,23,465863
20302,3,36838,18,653309
20303,7,40252,21,493744
20304,8,35717,29,330955
20305,3,34603,32,298835
20306,2,33542,29,400969
20307,7,36277,26,359323
20308,2,39488,28,409828
20309,6,39911,28,361019
20310,5,40888,29,393650
20311,6,30234,24,490615
20312,2,41494,30,359039
20313,2,35478,31,339557
20314,3,40315,19,634178
20315,3,39060,32,252965
20316,2,40189,31,330018
20317,7,37203,30,263855
20318,5,34932,32,235304
20319,8,36094,26,389688
20320,3,32623,24,454160
20321,2,37950,24,471313
20322,6,35320,27,421413
20323,8,30744,28,344858
20324,6,38930,23,490359
20325,7,37820,28,352798
20326,6,40058,28,379620
20327,5,35048,19,601308
20328,4,37913,18,601626
20329,5,32854,28,425945
20330,3,31225,19,602398
20331,2,35028,23,515289
20332,2,31981,29,408305
20333,8,34891,25,447557
20334,4,34787,28,339597
20335,5,39296,22,480019
20336,6,31535,21,565454
20337,6,33455,19,597648
20338,2,31765,21,539190
20339,4,41616,23,547493
20340,8,36905,27,311820
20341,3,33330,28,380423
20342,6,35673,33,256405
20343,6,35285,33,281929
20344,8,31939,24,451047
20345,4,36542,27,412397
20346,3,34941,28,388883
20347,8,34167,25,450818
20348,2,39175,28,378658
20349,8,36739,22,464347
20350,3,31421,30,381556
20351,5,33241,19,577394
20352,4,33560,21,574893
20353,5,32877,33,258268
20354,4,32008,32,278778
20355,4,37948,26,447366
20356,6,34717,30,347907
20357,4,34524,20,536178
20358,6,36509,29,321774
20359,2,39714,18,602978
20360,2,32138,20,620186
20361,6,31410,31,289528
20362,5,30774,18,579640
20363,3,30626,18,620256
20364,2,32017,22,575700
20365,6,37676,27,352825
20366,6,39470,31,279206
20367,7,30485,29,351486
20368,2,36790,31,377990
20369,8,35355,23,464630
20370,8,37467,21,560153
20371,7,30153,30,264587
20372,2,34029,31,295436
20373,2,30912,26,447184
20374,7,40812,18,553351
20375,4,33892,30,309754
20376,5,40178,19,601167
20377,5,39400,29,389434
20378,2,35687,19,641408
20379,2,38731,19,662716
20380,8,40777,23,486787
20381,5,33915,24,468230
20382,6,39905,21,547536
20383,2,31403,19,643663
20384,2,33607,20,638512
20385,6,35105,23,444960
20386,3,34597,33,214033
20387,7,30606,32,270835
20388,8,38579,29,295139
20389,2,36286,33,253511
20390,4,32053,27,402687
20391,2,35881,21,569607
20392,3,34986,25,481921
20393,3,38537,22,499454
20394,5,37521,32,262887
20395,3,38132,26,398495
20396,3,41312,28,432657
20397,3,31461,28,352585
20398,3,38113,27,365831
20399,8,34603,27,401861
20400,6,35662,28,341596
20401,3,41631,24,469894
20402,8,33044,19,553339
20403,6,35595,27,370560
20404,8,30323,31,226563
20405,2,38475,33,311506
20406,6,34023,27,353041
20407,5,38127,21,592215
20408,6,36067,25,401007
20409,3,32354,21,578564
20410,2,39127,22,584493
20411,4,36229,20,539353
20412,2,39822,23,476584
20413,7,32314,28,320402
20414,5,33523,20,566402
20415,3,30240,28,405580
20416,6,40935,20,589770
20417,6,30103,25,410714
20418,3,37419,24,464479
20419,7,37747,32,241132
20420,2,33061,28,377182
20421,2,32478,29,324792
20422,2,37848,20,568887
20423,6,34085,21,579187
20424,8,40981,19,600552
20425,2,34971,19,583966
20426,7,36310,33,277058
20427,5,30561,20,589346
20428,6,39075,28,352466
20429,7,41826,22,521912
20430,4,37579,26,418081
20431,3,37806,27,422460
20432,7,33909,31,300485
20433,8,41419,31,308299
20434,6,41371,21,560718
20435,8,37260,33,245469
20436,7,38216,21,490623
20437,2,31125,30,379924
20438,5,39086,33,236156
20439,3,31259,25,460029
20440,5,34260,23,517338
20441,6,35589,29,310274
20442,3,38115,24,432304
20443,4,36314,20,528199
20444,2,40485,24,451942
20445,6,33924,21,583170
20446,4,39881,22,500553
20447,6,34432,28,409961
20448,2,38276,28,364153
20449,2,31800,22,547477
20450,6,34426,21,491784
20451,2,36506,27,473249
20452,2,39378,22,599851
20453,2,40918,33,323951
20454,2,30078,33,282503
20455,2,38780,18,656513
20456,4,36801,23,471643
20457,3,34532,21,535580
20458,2,31138,25,462926
20459,6,35930,33,228950
20460,6,34706,18,639338
20461,3,32619,28,447118
20462,3,31341,27,451310
20463,5,35079,21,578787
20464,6,39086,18,634131
20465,5,37138,24,504948
20466,3,38105,21,598708
20467,2,39054,29,345930
20468,2,39648,32,242317
20469,3,38152,23,497093
20470,3,31240,19,627957
20471,8,39265,18,582279
20472,6,32882,31,297343
20473,7,31795,18,561884
20474,2,40305,27,395779
20475,4,33080,23,485676
20476,2,38276,25,508668
20477,4,37099,18,631216
20478,4,41419,19,641510
20479,7,41211,32,194374
20480,6,35306,30,308997
20481,7,36115,24,478526
20482,3,34415,28,424317
20483,8,31872,32,213888
20484,8,33912,22,462507
20485,7,37042,33,260054
20486,2,30298,23,574142
20487,7,40578,19,611786
20488,8,41026,29,339740
20489,6,35341,29,363091
20490,3,33814,31,283399
20491,3,31029,31,307471
20492,2,35360,20,618348
